drafted_prob,height_in_cm,recruit_rank,games_played,ft_pct,free_throw_rate,fg2_pct,fg3m,fg3_pct,ts_pct,rim_shot_ratio,mid_fg_made,mid_shot_ratio,dunks_made,dunk_rate,usage_pct,porpag,personal_foul_rate,ast_tov_ratio,off_box_plus_minus,def_box_plus_minus,off_game_box_plus_minus,def_game_box_plus_minus,assists,steals,offensive_rebounds,defensive_rebounds,drb_pct,ast_pct,tov_pct,stl_pct
0.0007926022,193.0,96.0,29.0,0.655,18.1,0.438,22.0,0.275,44.6,0.6,17.0,0.3269,0.0,0.0,19.8,0.288092,4.1,0.625068,-1.25084,0.0471039,-2.84958,0.976161,0.6897,0.5862,0.2759,1.6207,10.9,7.5,19.1,2.0
0.00077058765,198.1,93.6,28.0,0.833,15.6,0.441,14.0,0.326,49.58,0.7143,10.0,0.3704,0.0,1.0,13.7,0.238121,3.2,0.53332084,0.393749,-0.182863,-0.0618018,0.452215,0.2857,0.1786,0.4643,1.4643,12.7,4.2,18.4,0.8
0.00077042537,190.5,84.2,31.0,0.829,40.0,0.432,19.0,0.373,53.07,0.5325,19.0,0.3065,3.0,1.0,22.1,1.4467,2.6,0.6154167,0.0349404,-0.189555,0.759872,-0.41698,1.0323,0.4839,1.0645,1.9032,10.0,9.7,21.0,1.3
0.00076141075,190.5,60.8,31.0,0.753,26.1,0.397,50.0,0.365,49.03,0.6111,56.0,0.3333,1.0,1.0,29.3,2.78362,3.3,0.8139283,1.63125,-1.19144,3.94707,0.76575,1.129,0.5161,0.3871,2.2581,11.1,11.7,12.6,1.4
0.0007474661,180.3,55.7,30.0,0.755,30.3,0.451,16.0,0.381,50.9,0.5391,56.0,0.3856,1.0,1.0,24.2,2.31358,2.6,2.0634396,0.710723,-2.66496,0.509525,-2.10461,4.0625,0.75,0.5625,2.5938,10.6,27.9,15.6,1.4
0.00074405555,198.1,55.7,30.0,0.718,48.6,0.512,1.0,0.2,55.25,0.604,26.0,0.3662,5.0,0.7143,23.3,1.44581,6.0,0.76919925,0.406154,1.41569,0.74266,0.766898,0.9375,0.8438,1.8438,2.9688,20.3,11.6,17.1,2.4
0.0007183473,193.0,84.8,31.0,0.818,18.5,0.438,18.0,0.273,46.21,0.5246,17.0,0.3333,5.0,0.625,21.4,0.378747,4.0,0.8304589,-3.26194,0.420327,-3.52336,0.544616,1.5312,0.5938,0.3438,1.4688,8.7,16.6,27.4,1.8
0.0007164348,195.6,50.0,30.0,0.651,27.3,0.523,25.0,0.329,53.27,0.5727,18.0,0.4,4.0,0.8,23.8,1.00179,2.9,1.0952134,-1.78929,2.50502,-0.839593,1.70905,2.9677,0.871,0.8065,3.9677,16.8,24.8,26.4,2.0
0.000715108,208.3,31.0,31.0,0.67,47.0,0.581,3.0,0.143,57.22,0.6376,9.0,0.3,2.0,1.0,20.0,2.60405,3.2,1.0697858,2.20154,1.71586,2.39758,0.917733,1.4839,0.4839,1.9355,4.1613,17.7,12.5,16.2,1.1
0.00071381166,185.4,60.2,32.0,0.894,26.8,0.388,68.0,0.323,50.3,0.5357,37.0,0.3491,0.0,1.0,21.3,2.6986,1.8,1.8833066,3.36326,-0.590347,2.15897,0.654964,3.5312,1.4688,0.1562,2.875,9.4,20.8,15.6,2.6
0.00071072154,203.2,55.7,30.0,0.557,65.7,0.5,3.0,0.5,52.9,0.5043,5.0,0.4545,16.0,0.7273,27.1,1.19877,6.3,0.6000155,-1.2023,1.65926,-1.09825,-0.932194,0.7742,0.2258,2.5484,1.871,14.6,12.3,18.4,0.7
0.0007081705,213.4,65.2,6.0,1.0,60.0,0.8,0.0,0.0,85.6,0.6667,2.0,1.0,2.0,1.0,12.3,0.705915,10.6,0.0,-0.968521,5.9761,-3.82632,5.43344,0.0,0.0,0.3333,0.5,9.2,0.0,27.2,0.0
0.0006983951,200.7,86.8,32.0,0.78,23.6,0.417,68.0,0.316,48.17,0.5256,56.0,0.3669,4.0,1.0,33.0,2.22156,2.6,0.88502276,-0.498152,0.194964,0.848179,-0.0576119,2.4062,0.75,0.7812,4.9655,19.2,18.8,16.6,1.5
0.0006781152,198.1,55.7,14.0,0.612,62.8,0.554,8.0,0.364,57.27,0.625,11.0,0.4583,4.0,0.8,20.1,1.68473,3.2,1.2631578,2.40098,2.18458,1.4818,2.88865,1.5,1.375,0.9375,3.3125,14.8,10.6,15.6,3.6
